LT0098_13--W00021--P00001--T02280--ELMOD1.tif
88: Shape3
141: Shape3
101: Shape3
53: Shape3
123: Interphase
168: Interphase
156: Interphase
106: Interphase
188: Interphase
191: Interphase
114: Shape1
155: Shape1
165: Shape3
158: Shape1
146: Shape1
32: Anaphase
23: Anaphase
22: Anaphase
31: Anaphase
LT0098_13--W00021--P00001--T00600--ELMOD1.tif
75: Interphase
69: Interphase
12: Interphase
11: Interphase
76: Interphase
15: Interphase
107: Interphase
120: Interphase
121: Interphase
26: Interphase
28: Interphase
122: Interphase
85: Artefact
115: Apoptosis
8: Shape3
87: Metaphase
95: Metaphase
18: UndefinedCondensed
88: Elongated
103: Elongated
LT0132_31--W00053--P00001--T00960--ENSG00000123416.tif
63: Prometaphase
36: Prometaphase
38: Prometaphase
55: Prometaphase
LT0093_17--W00114--P00001--T01320--FLJ10036.tif
162: MetaphaseAlignment
LT0094_04--W00319--P00001--T00180--TGIF.tif
60: Hole
123: Folded
LT0002_17--W00036--P00001--T01680--CDC14A.tif
72: Hole
43: Hole
77: Hole
38: Hole
32: Folded
7: Folded
68: SmallIrregular
LT0026_22--W00258--P00001--T02520--LCK.tif
65: Shape3
117: Shape3
200: Apoptosis
82: Apoptosis
140: Apoptosis
112: Shape1
74: Shape1
164: Shape1
37: Shape1
120: Artefact
137: Artefact
66: Artefact
142: Artefact
30: Artefact
LT0155_02--W00024--P00001--T02040--FAM38A.tif
224: Prometaphase
41: Prometaphase
309: Prometaphase
63: Prometaphase
283: Grape
187: Grape
141: Grape
67: MetaphaseAlignment
49: MetaphaseAlignment
73: MetaphaseAlignment
330: MetaphaseAlignment
175: MetaphaseAlignment
209: MetaphaseAlignment
147: MetaphaseAlignment
381: MetaphaseAlignment
221: MetaphaseAlignment
31: MetaphaseAlignment
LT0157_04--W00005--P00001--T01380--ENSG00000175216.tif
7: Shape3
137: Shape3
82: Shape3
83: Shape3
223: Grape
132: Artefact
120: Grape
232: Grape
92: Grape
238: Grape
223: Grape
104: Interphase
217: Grape
LT0038_27--W00250--P00001--T00210--BUB1B.tif
43: Large
45: Large
33: Interphase
73: Interphase
48: Interphase
20: Interphase
21: Interphase
56: Interphase
30: Interphase
31: Interphase
59: Shape1
19: MetaphaseAlignment
LT0084_46--W00003--P00001--T01350--C10orf3.tif
129: Shape3
35: Shape3
104: Shape3
77: Shape3
20: Shape3
93: Shape3
135: Shape1
110: Shape1
122: Shape1
118: Shape1
152: Shape1
154: Shape1
157: Shape1
31: Shape1
LT0093_13--W00147--P00001--T02040--SYT12.tif
226: Shape3
84: Shape3
93: Shape3
222: Shape3
207: Shape3
237: Hole
127: Hole
LT0038_08--W00250--P00001--T01590--BUB1B.tif
212: Shape3
98: Interphase
131: Interphase
134: Interphase
106: Interphase
2: Interphase
147: Interphase
23: Interphase
58: Interphase
50: Shape1
29: ADCCM
126: Apoptosis
LT0066_19--W00287--P00001--T00000--ch_TOG.tif
66: Artefact
144: Prometaphase
126: Prometaphase
98: MetaphaseAlignment
11: MetaphaseAlignment
171: MetaphaseAlignment
135: MetaphaseAlignment
LT0066_19--W00287--P00001--T00240--ch-TOG.tif
32: Interphase
99: Interphase
133: Interphase
134: Interphase
71: Interphase
43: Interphase
109: Interphase
78: Interphase
141: Interphase
112: Interphase
115: Interphase
85: Interphase
58: Interphase
79: Interphase
102: Interphase
63: Interphase
80: Prometaphase
128: Prometaphase
50: Prometaphase
184: MetaphaseAlignment
170: MetaphaseAlignment
123: MetaphaseAlignment
118: MetaphaseAlignment
LT0026_22--W00258--P00001--T01080--LCK.tif
36: Shape3
123: Artefact
99: Shape1
107: Shape1
141: Shape1
50: Shape1
19: Shape1
85: Shape1
56: Shape1
75: Shape1
87: UndefinedCondensed
LT0047_27--W00140--P00001--T02220--DNCH1.tif
195: Interphase
134: Interphase
109: Interphase
78: Interphase
190: Interphase
187: Interphase
55: Interphase
57: Interphase
59: Interphase
